event_id,student_id,event_date,event_type,severity,course_id,related_submission_id,event_value,description_code,resolved
8887,S00731,2027-03-23 09:49:33.407509861,Unusual Collaboration,High,CRS0063,SUB013185,,COLLABORATION_PATTERN,True
8888,S00425,2027-03-19 18:21:16.278701119,Plagiarism Flag,Medium,CRS0063,SUB013186,0.1706,PLAGIARISM_SCREEN,False
8889,S00154,2027-03-22 05:51:31.186243226,AI Detector Flag,Medium,CRS0063,SUB013191,0.1666,AI_DETECTOR_THRESHOLD,True
8890,S00698,2027-03-20 14:56:30.445519266,AI Detector Flag,High,CRS0063,SUB013192,0.2666,AI_DETECTOR_THRESHOLD,True
8891,S00653,2027-03-21 16:59:33.813857494,AI Detector Flag,High,CRS0063,SUB013193,0.8255,AI_DETECTOR_THRESHOLD,False
8892,S00131,2027-03-22 04:29:17.606557701,Similarity Flag,Medium,CRS0063,SUB013194,0.3063,SIMILARITY_THRESHOLD,True
8893,S00131,2027-03-22 02:52:17.606557701,Plagiarism Flag,Medium,CRS0063,SUB013194,0.3063,PLAGIARISM_SCREEN,True
8894,S00834,2027-03-22 09:29:45.917906249,Rapid Submission,Medium,CRS0063,SUB013195,1.65,RAPID_SUBMISSION,True
8895,S00366,2027-03-21 08:37:19.125646783,AI Detector Flag,High,CRS0063,SUB013196,0.7655, AI_DETECTOR_THRESHOLD ,False
8896,S00052,2027-03-22 01:05:54.596302786,Plagiarism Flag,Medium,CRS0063,SUB013200,0.4177,PLAGIARISM_SCREEN,False
8897,S00296,2027-03-21 18:06:38.172580266,AI Detector Flag,,CRS0063,SUB013201,0.8761,AI_DETECTOR_THRESHOLD,True
8898,S00296,2027-03-21 18:27:25.901478884,Repeated Revision Anomaly,Low,CRS0063,SUB013201,1.0,LOW_REVISION_ACTIVITY,True
8899,S00467,2025-10-30 15:54:02.658726082,AI Detector Flag,High,CRS0046,SUB013204,0.7543,AI_DETECTOR_THRESHOLD,True
8900,S00389,2025-10-28 23:37:25.290806168,Excessive Copy-Paste,High,CRS0046,SUB013205,0.1513, COPY_PASTE_ANOMALY ,True
8901,S01160,2025-10-29 20:27:25.870008601,AI Detector Flag,Medium,CRS0046,SUB013207,0.8319,AI_DETECTOR_THRESHOLD,True
8902,S01307,2025-10-29 10:14:56.571781702,AI Detector Flag,Medium,CRS0046,SUB013209,0.6926,AI_DETECTOR_THRESHOLD,True
8903,S00548,2025-10-29 20:06:05.103284217,Plagiarism Flag,High,CRS0046,SUB013212,0.1228,PLAGIARISM_SCREEN,False
8904,S00651,2025-10-29 17:29:34.611874123,AI Detector Flag,High,CRS0046,SUB013218,0.305,AI_DETECTOR_THRESHOLD,True
8905,S01269,2025-10-29 04:25:21.255399940,Excessive Copy-Paste,Medium,CRS0046,SUB013219,0.1213,COPY_PASTE_ANOMALY,True
8906,S00058,29-10-2025 21:16,Unusual Collaboration,High,CRS0046,SUB013220,,COLLABORATION_PATTERN,True
8907,S00840,2025-10-29 12:08:02.804209127,AI Detector Flag, High ,CRS0046,SUB013223,0.7899,AI_DETECTOR_THRESHOLD,True
8908,S00258,2025-10-29 20:30:57.965438581,Similarity Flag,Medium,CRS0046,SUB013224,0.2462,SIMILARITY_THRESHOLD,True
8909,S01159,2025-10-21 06:05:49.131587278,Plagiarism Flag,Medium,CRS0040,SUB013226,0.1101,PLAGIARISM_SCREEN,True
8910,S00706,2025-10-23 19:31:04.210606926,Rapid Submission,Low,CRS0040,SUB013229,0.0,RAPID_SUBMISSION,True
8911,S00532,2025-10-21 09:22:21.645841143,AI Detector Flag,High, CRS0040 ,SUB013230,0.8397,AI_DETECTOR_THRESHOLD,True
8912,S00449,2025-10-21 22:14:22.691828909,AI Detector Flag,Medium,CRS0040,SUB013235,0.7665,AI_DETECTOR_THRESHOLD,True
8913,S00755,2025-10-24 06:39:40.743376486,Peer Report,High,CRS0040,SUB013236,,PEER_REPORT,True
8914, S00244 ,2025-10-21 10:06:17.072187323,AI Detector Flag,Medium,CRS0040,SUB013241,0.3803,AI_DETECTOR_THRESHOLD,True
8915,S00244,2025-10-21 09:02:27.652370294,Plagiarism Flag,High,CRS0040,SUB013241,0.3223,PLAGIARISM_SCREEN,True
8916,S01273,2025-10-21 14:15:04.769552149,AI Detector Flag,Medium,CRS0040,SUB013242,0.7657,AI_DETECTOR_THRESHOLD,True
8917,S01273,2025-10-21 14:23:27.519773863,Similarity Flag,Medium,CRS0040,SUB013242,0.266,SIMILARITY_THRESHOLD,True
8918,S00636,2025-10-19 11:17:21.545942980,AI Detector Flag,Medium,CRS0040,SUB013245,0.8056,AI_DETECTOR_THRESHOLD,False
8919,S00915,2025-10-21 07:17:27.776441600,AI Detector Flag,Medium,CRS0040,SUB013246,0.3569,AI_DETECTOR_THRESHOLD,True
8920,S00555,2026-04-04 02:42:19.484658876,Rapid Submission,Low,CRS0065,SUB013251,1.03,RAPID_SUBMISSION,False
8921,S01068,2026-04-03 23:35:58.138098424,AI Detector Flag,Medium,CRS0065, SUB013259 ,,AI_DETECTOR_THRESHOLD,True
8922,S01275,2026-04-02 21:47:21.539529659,AI Detector Flag,High,CRS0065,SUB013261,0.7161,AI_DETECTOR_THRESHOLD,True
8923,S01275,2026-04-02 21:46:35.458512510,Unusual Collaboration,Low,CRS0065,SUB013261,,COLLABORATION_PATTERN,True
8924,S00332,2026-04-02 08:36:24.296113364,Excessive Copy-Paste,Medium,CRS0065,SUB013262,0.3513,COPY_PASTE_ANOMALY,True
8925,S00332,2026/04/02 08:51:24,Plagiarism Flag,Medium,CRS0065,SUB013262,0.3279,PLAGIARISM_SCREEN,YES
8926,S00493,2026-11-05 09:56:32.296002648,AI Detector Flag,High,CRS0081,SUB013269,0.2203, AI_DETECTOR_THRESHOLD ,True
8927,S00493,2026-11-05 09:01:47.538544260,Unusual Collaboration,Low,CRS0081,SUB013269,,COLLABORATION_PATTERN,True
8928, S00603 ,2026-11-07 09:36:42.648793255,AI Detector Flag,Medium,CRS0081,SUB013270,0.846,AI_DETECTOR_THRESHOLD,True
8929,S00603,2026-11-07 07:56:31.390796473,Excessive Copy-Paste,MEDIUM,CRS0081,SUB013270,0.2068,COPY_PASTE_ANOMALY,True
8930,S00558,2026-11-05 13:46:12.607712391,AI Detector Flag,High,CRS0081,SUB013271,0.8366, AI_DETECTOR_THRESHOLD ,True
8931,S00558,2026-11-05 13:35:25.221677351,Excessive Copy-Paste,High,CRS0081,SUB013271,0.2833,COPY_PASTE_ANOMALY,True
8932,S00363,2026-11-03 22:31:56.962882790,Plagiarism Flag,Medium,CRS0081,SUB013272,0.1083,PLAGIARISM_SCREEN,True
8933,S00184,2026-11-05 11:42:15.719194475,AI Detector Flag,High,CRS0081,SUB013273,0.8117,AI_DETECTOR_THRESHOLD,True
8934,S00184,2026-11-05 13:20:00.492943611,Plagiarism Flag,Medium,CRS0081,SUB013273,0.0949,PLAGIARISM_SCREEN,True
8935,S00282,2026-11-04 16:31:30.186725291,Repeated Revision Anomaly,Low,CRS0081,SUB013274,1.0,LOW_REVISION_ACTIVITY,True
8936,S00142,05/11/2026 20:57,Rapid Submission,,CRS0081,SUB013276,5.37,RAPID_SUBMISSION,True
8937,S01320,2026-11-06 07:37:07.183167756,Rapid Submission,Low,CRS0081,SUB013278,0.0,RAPID_SUBMISSION,False
8938,S01320,2026-11-06 07:16:07.183167756,Unusual Collaboration,Low,CRS0081,SUB013278,,COLLABORATION_PATTERN,True
8939,S00851,2026-11-03 22:29:17.755712240,AI Detector Flag,High,CRS0081,SUB013279,0.2955,AI_DETECTOR_THRESHOLD,False
8940,S00851,2026-11-03 22:43:32.892534282,Unusual Collaboration,,CRS0081,SUB013279,,COLLABORATION_PATTERN,True
8941,S01045,2026-11-05 20:34:54.906396642,AI Detector Flag,High,CRS0081,SUB013280,0.8252,AI_DETECTOR_THRESHOLD,True
8942, S01045 ,2026-11-05 21:13:53.861956933,Repeated Revision Anomaly,Medium,CRS0081,SUB013280,0.0,LOW_REVISION_ACTIVITY,True
8943,S00452,2026-11-05 04:44:42.034013314,AI Detector Flag,High,CRS0081,SUB013281,0.2648,AI_DETECTOR_THRESHOLD,False
8944, S00093 ,2026-11-05 13:22:15.573038281,AI Detector Flag,High,CRS0081,SUB013282,0.7069, AI_DETECTOR_THRESHOLD ,True
8945,S00394,2026-11-05 05:10:08.992739048,AI Detector Flag,High,CRS0081,SUB013283,0.5645,AI_DETECTOR_THRESHOLD,True
8946,S00394,2026-11-05 06:42:00.852523592,Similarity Flag,High,CRS0081,SUB013283,0.3124,SIMILARITY_THRESHOLD,True
8947,S01165,2026-07-21 02:10:55.332819464,AI Detector Flag,High,CRS0015,SUB013285,0.8156,AI_DETECTOR_THRESHOLD,True
8948,S00213,2026-07-22 02:38:10.965103372,Peer Report,Medium,CRS0015,SUB013287,,PEER_REPORT,True
8949,S01292,2026-07-21 13:57:46.706724044,Rapid Submission,Low,CRS0015,SUB013288,0.0,RAPID_SUBMISSION,True
8950,S01292,2026-07-21 15:59:46.706724044,Repeated Revision Anomaly,Low,CRS0015,SUB013288,5.0,LOW_REVISION_ACTIVITY,False
8951,S00335,2026-07-18 23:02:53.235994076,AI Detector Flag,Medium,CRS0015,SUB013290,0.8517,AI_DETECTOR_THRESHOLD,True
8952,S00335,2026-07-19 05:34:07.622267112,Unauthorized File Sharing,High,CRS0015,SUB013290,,FILE_SHARING_MONITOR,False
8953,S01120,2026-07-20 07:15:22.657623299,AI Detector Flag,High,CRS0015,SUB013295,0.7641,AI_DETECTOR_THRESHOLD,True
8954,S01120,2026-07-20 20:24:12.496654723,Peer Report,High,CRS0015,SUB013295,,PEER_REPORT,True
8955,S00916,2026-07-19 20:23:20.670868740,AI Detector Flag,High,CRS0015,SUB013303,0.8748,AI_DETECTOR_THRESHOLD,True
8956,S00761,2026-07-21 08:34:06.177071740,Peer Report,Medium,,SUB013304,,PEER_REPORT,True
8957,S00769,2026-07-19 23:55:28.367947914,Unusual Collaboration,High,CRS0015,SUB013305,,COLLABORATION_PATTERN,True
8958,S01448,2026-07-20 00:17:53.312651874,AI Detector Flag,,CRS0015,SUB013306,0.2241,AI_DETECTOR_THRESHOLD,True
8959,S01002,2026-07-20 05:48:54.580089583,Similarity Flag,High,CRS0015,SUB013307,,SIMILARITY_THRESHOLD,True
8960,S00316,2027-02-11 21:40:40.613876901,AI Detector Flag, Medium ,CRS0062,SUB013309,0.9035,AI_DETECTOR_THRESHOLD,True
8961,S00846,2027-02-13 21:47:00.747980993,AI Detector Flag,High,CRS0062,SUB013311,0.8704,AI_DETECTOR_THRESHOLD,True
8962,S01016,2027-02-13 06:12:02.455799176,Similarity Flag,Medium,CRS0062,SUB013313,0.3526,SIMILARITY_THRESHOLD,True
8963,S00121,2027-02-16 00:37:08.791919515,Peer Report,High,CRS0062,SUB013315,,PEER_REPORT,True
8964,S00934,2027-02-13 07:46:03.839570582,Unusual Collaboration,High,CRS0062,SUB013321,,COLLABORATION_PATTERN,False
8965,S00645,2026-04-23 20:03:48.750906712,Unusual Collaboration,High,CRS0013,SUB013324,,COLLABORATION_PATTERN,True
8966,S01020,2026-04-25 01:34:12.381397473,AI Detector Flag,High,CRS0013,SUB013325,0.2291,AI_DETECTOR_THRESHOLD,True
8967,S01478,2026-04-24 12:48:20.884235022,Similarity Flag,Medium,CRS0013,SUB013327,0.1578,SIMILARITY_THRESHOLD,True
8968,S00746,2026-04-26 13:04:04.017142730,AI Detector Flag,Medium,CRS0013,SUB013328,0.8929,AI_DETECTOR_THRESHOLD,True
8969,S00746,2026-04-26 12:06:07.596031708,Rapid Submission,Medium,CRS0013,SUB013328,0.0,RAPID_SUBMISSION,True
8970,S00746,2026-04-26 19:42:07.596031708,Peer Report,High,CRS0013,SUB013328,,PEER_REPORT,True
8971,S00738,2026-04-24 20:20:27.232214514,AI Detector Flag,Medium,CRS0013,SUB013330,0.8239,AI_DETECTOR_THRESHOLD,True
8972,S00738,2026-04-24 20:53:02.397754988,Plagiarism Flag,Medium,CRS0013,SUB013330,0.1698,PLAGIARISM_SCREEN,True
8973,S01431,2026-04-24 21:43:58.469764677,AI Detector Flag,High,CRS0013,SUB013331,0.7081,AI_DETECTOR_THRESHOLD,True
8974,S00837,2026-04-24 23:12:21.850430188,Rapid Submission,Medium,CRS0013,SUB013332,13.28,RAPID_SUBMISSION,True
8975,S00961,2026-04-23 11:19:05.348899308,AI Detector Flag,MEDIUM,CRS0013,SUB013333,0.3829,AI_DETECTOR_THRESHOLD,False
8976,S00439,2026-04-24 14:33:20.701712463,Similarity Flag,High,CRS0013,SUB013334,0.1494,SIMILARITY_THRESHOLD,True
8977,S00072,2026-04-24 20:17:51.890249501,Unusual Collaboration,Low,CRS0013,SUB013339,,COLLABORATION_PATTERN,True
8978,S01274,2026-04-24 23:33:54.938521638,AI Detector Flag,High,CRS0013,SUB013340,0.2779,AI_DETECTOR_THRESHOLD,True
8979,S00033,2026-04-24 16:58:20.301759373,AI Detector Flag,High,CRS0013,SUB013343,0.7495,AI_DETECTOR_THRESHOLD,True
8980,S00211,2026-04-24 13:55:20.223347674,Excessive Copy-Paste,High,CRS0013,SUB013345,0.1368,,True
8981,S00017,2026-04-25 01:24:52.380231688,AI Detector Flag,Medium,CRS0013,SUB013346,0.8881,AI_DETECTOR_THRESHOLD,True
8982,S00017,2026-04-25 00:36:18.225150926,Excessive Copy-Paste,Medium, CRS0013 ,SUB013346,0.252,COPY_PASTE_ANOMALY,True
8983,S00462,2026-04-24 10:39:51.576542014,AI Detector Flag,High,CRS0013,SUB013348,0.3753,AI_DETECTOR_THRESHOLD,True
8984,S01224,2026-04-27 07:55:55.088320309,AI Detector Flag, Medium ,CRS0013,SUB013349,0.8295,AI_DETECTOR_THRESHOLD,False
8985,S00719,2025-10-27 04:26:48.921358461,Excessive Copy-Paste,High,CRS0068,SUB013354,0.0223,COPY_PASTE_ANOMALY,True
8986,S00494,2025-10-27 08:27:06.736091130,Unusual Collaboration,High,CRS0068,SUB013355,,COLLABORATION_PATTERN,True
8987,S00211,2025-10-26 11:12:42.181309422,AI Detector Flag,High,CRS0068,SUB013357,0.4596,AI_DETECTOR_THRESHOLD,True
8988,S01379,2025-10-26 13:11:19.452107262,AI Detector Flag,High,CRS0068,SUB013358,0.3953,AI_DETECTOR_THRESHOLD,True
8989,S00709,2025-10-27 09:21:24.391610052,AI Detector Flag,High,CRS0068,SUB013360,0.7615,AI_DETECTOR_THRESHOLD,True
8990,S00709,2025-10-29 03:19:48.371227469,Peer Report,High,CRS0068,SUB013360,,PEER_REPORT,True
8991,S00146,2025-10-27 15:11:04.796237820,Plagiarism Flag,Medium,CRS0068,SUB013361,0.1453,PLAGIARISM_SCREEN,True
8992,S01149,2025-10-27 14:23:32.656264470,Repeated Revision Anomaly,Low,CRS0068,SUB013362,3.0,LOW_REVISION_ACTIVITY,True
8993,S01049,2025-10-27 13:06:28.591287574,AI Detector Flag,High,CRS0068,SUB013363,0.8822,AI_DETECTOR_THRESHOLD,True
8994,S00102,2025-10-27 09:53:38.773488776,AI Detector Flag,High,CRS0068,SUB013364,0.8443,AI_DETECTOR_THRESHOLD,True
8995,S00102,2025-10-27 10:56:11.026859267,Excessive Copy-Paste,High,CRS0068,SUB013364,0.3717,COPY_PASTE_ANOMALY,True
8996,S00680,2025-10-27 17:47:48.422516431,AI Detector Flag,High,CRS0068,SUB013367,0.7836,AI_DETECTOR_THRESHOLD,True
8997,S01273,2026-07-05 04:04:46.133986302,AI Detector Flag,High, CRS0026 ,SUB013371,,AI_DETECTOR_THRESHOLD,True
8998,S00218,2026-07-05 00:13:33.639583146,Peer Report,Medium,CRS0026,SUB013374,,PEER_REPORT,True
8999,S01146,2026-07-03 22:13:34.692327850,Excessive Copy-Paste,High,CRS0026,SUB013375,0.1683,COPY_PASTE_ANOMALY,True
9000,S00556,2026-07-06 01:42:57.475881195,AI Detector Flag,Medium,CRS0026,SUB013376,0.1765,AI_DETECTOR_THRESHOLD,True
9001,S00556,2026-07-06 02:01:54.383452753,Rapid Submission,low,,SUB013376,0.0,RAPID_SUBMISSION,False
9002,S01337,2026-07-04 02:36:20.978659855,Similarity Flag,Medium,CRS0026,SUB013378,0.1595,SIMILARITY_THRESHOLD,True
9003,S00653,2026-07-03 18:35:57.168794204,Excessive Copy-Paste,Medium,CRS0026,SUB013380,0.0277,COPY_PASTE_ANOMALY,True
9004,S00442,2025-11-03 19:49:55.265262350,AI Detector Flag,High,CRS0087,SUB013381,0.3571,AI_DETECTOR_THRESHOLD,True
9005,S00595,2025-11-04 18:31:47.543010532,Similarity Flag,High,CRS0087,SUB013382,0.5172,SIMILARITY_THRESHOLD,True
9006,S00055,2025-11-03 21:18:40.543333178,AI Detector Flag,,CRS0087,SUB013384,0.2409,AI_DETECTOR_THRESHOLD,True
9007,S00799,2025-11-04 14:18:51.127236167,Similarity Flag,High,CRS0087,SUB013385,0.2699,SIMILARITY_THRESHOLD,True
9008,S00818,2025-11-04 07:20:49.276686770,Plagiarism Flag,High,,SUB013386,0.1411,PLAGIARISM_SCREEN,True
9009,S01125,2025-11-06 14:14:57.109973061,AI Detector Flag,High,CRS0087,SUB013388,0.6874,AI_DETECTOR_THRESHOLD,True
9010,S01125,2025-11-06 11:24:16.844210543,Rapid Submission,Low,CRS0087,SUB013388,0.0,RAPID_SUBMISSION,False
9011,S01125,2025-11-06 13:11:16.844210543,Repeated Revision Anomaly,Low,CRS0087,SUB013388,1.0,LOW_REVISION_ACTIVITY,False
9012,S00157,2025-11-03 21:40:57.484364912,AI DETECTOR FLAG,High,CRS0087,SUB013389,0.8501,AI_DETECTOR_THRESHOLD,True
9013,S01202,2025-11-04 22:33:41.449888321,AI Detector Flag,Medium,CRS0087,SUB013390,0.7952,AI_DETECTOR_THRESHOLD,True
9014,S01202,2025-11-04 20:07:21.269309031,Excessive Copy-Paste,High,CRS0087,SUB013390,0.2596,COPY_PASTE_ANOMALY,True
9015,S01202,2025-11-04 19:58:21.269309031,Repeated Revision Anomaly,,CRS0087,SUB013390,2.0,LOW_REVISION_ACTIVITY,True
9016, S00368 ,2025-11-04 22:50:07.187540252,Similarity Flag,Medium,CRS0087,SUB013392,0.2639,SIMILARITY_THRESHOLD,True
9017,S00718,2025-11-03 21:55:56.606984132,AI Detector Flag,High,CRS0087,SUB013393,0.8299,AI_DETECTOR_THRESHOLD,True
9018,S00383,2027-03-06 03:10:25.439450050,Plagiarism Flag,Medium,CRS0090,SUB013395,0.2037,PLAGIARISM_SCREEN,True
9019,S00209,2027-03-04 11:58:19.228186607, Unusual Collaboration ,High,CRS0090,SUB013396,,COLLABORATION_PATTERN,False
9020,S01306,2027-03-05 23:59:47.784977792,AI Detector Flag,Medium,CRS0090,SUB013398,0.8871,AI_DETECTOR_THRESHOLD,True
9021,S01306,2027-03-05 23:36:01.697132707,Repeated Revision Anomaly,Low,CRS0090,SUB013398,1.0,LOW_REVISION_ACTIVITY,True
9022,S01025,2027-03-06 10:34:37.300955179,AI Detector Flag,Medium,CRS0090,SUB013399,0.3112,AI_DETECTOR_THRESHOLD,True
9023,S00509,2027-03-07 11:34:51.420182555,Peer Report,Medium,CRS0090,SUB013401,,PEER_REPORT,True
9024,S00379,2027-03-07 00:31:42.045449560,Unusual Collaboration,Low,CRS0090,SUB013402,,,True
9025,S00849,2027-03-06 20:36:09.915415892,AI Detector Flag,High,CRS0090,SUB013404,0.8711,AI_DETECTOR_THRESHOLD,yes
9026,S00849,2027-03-06 20:04:19.753307413,Repeated Revision Anomaly,Medium,CRS0090,SUB013404,0.0,LOW_REVISION_ACTIVITY,True
9027,S00887,2027-03-07 15:25:06.984220770,Rapid Submission,Medium,CRS0090,SUB013405,0.0,RAPID_SUBMISSION,True
9028,S00021,2027-03-06 23:59:28.693680564,AI Detector Flag,high,CRS0090,SUB013406,0.1718,AI_DETECTOR_THRESHOLD,True
9029,S00021,2027-03-07 00:49:29.449351313,Rapid Submission,Medium,CRS0090,SUB013406,5.81,RAPID_SUBMISSION,True
9030,S00189,2027-03-06 07:29:05.262694001,AI Detector Flag,Medium,CRS0090,SUB013407,0.2488,AI_DETECTOR_THRESHOLD,
9031,S00309,2027-03-06 00:06:51.878747344,AI Detector Flag,High,CRS0090,SUB013409,0.8301,AI_DETECTOR_THRESHOLD,True
9032,S00309,2027-03-05 23:21:58.242768492,Excessive Copy-Paste,Medium,CRS0090,SUB013409,0.2127,COPY_PASTE_ANOMALY,False
9033,S01278,2027-03-06 01:13:19.844435015,AI Detector Flag,Medium,CRS0090,SUB013410,0.8027,AI_DETECTOR_THRESHOLD,True
9034,S01278,2027-03-06 00:21:11.599442404,Similarity Flag,Medium,CRS0090,SUB013410,0.3654,SIMILARITY_THRESHOLD,True
9035,S01374,2026-07-06 09:48:21.639089185,AI Detector Flag,Medium,,SUB013414,0.8085,AI_DETECTOR_THRESHOLD,True
9036,S01483,2026-07-08 13:17:14.700573699,Rapid Submission,,CRS0040,SUB013424,0.0,RAPID_SUBMISSION,True
9037,S00011,2026-07-06 11:49:32.928783613,Unusual Collaboration,Low,CRS0040,SUB013427,,COLLABORATION_PATTERN,True
9038,S01035,2026-07-06 21:01:55.227659438,AI Detector Flag,High,CRS0040,SUB013428,0.8694,AI_DETECTOR_THRESHOLD,True
9039,S01035,2026-07-06 17:47:55.380393622,Unusual Collaboration,High,CRS0040,SUB013428,,COLLABORATION_PATTERN,True
9040,S00043,2026-07-06 18:26:30.574074972,Unusual Collaboration,Medium,CRS0040,SUB013429,,COLLABORATION_PATTERN,False
9041,S00043,2026-07-07 22:28:30.574074972,Peer Report,Medium,,SUB013429,,PEER_REPORT,True
9042,S01339,2026-07-05 20:05:42.688482201,AI Detector Flag,High,CRS0040,SUB013430,0.7596,AI_DETECTOR_THRESHOLD,True
9043,S01339,2026-07-05 19:32:07.786906068, Excessive Copy-Paste ,Medium,CRS0040,SUB013430,0.1288,COPY_PASTE_ANOMALY,False
9044,S01097,2026-07-06 17:40:44.514986568,AI Detector Flag,Medium,CRS0040,SUB013431,0.6896,AI_DETECTOR_THRESHOLD,False
9045,S01097,2026-07-06 17:44:34.093994738,Unusual Collaboration,Low,CRS0040,SUB013431,,COLLABORATION_PATTERN,True
9046,S00092,2026-07-06 18:14:06.614913956,AI Detector Flag,High,CRS0040,SUB013433,0.1888,AI_DETECTOR_THRESHOLD,True
9047,S00517,2026-07-07 09:30:03.299838263,AI Detector Flag,High,CRS0040,SUB013434,0.7963,AI_DETECTOR_THRESHOLD,True
9048,S00517,2026-07-07 07:21:54.699108889,Rapid Submission,Low,CRS0040,SUB013434,0.0,RAPID_SUBMISSION,True
9049,S01162,2026-07-06 09:18:18.532238842,AI Detector Flag,Medium,CRS0040,SUB013435,0.149,AI_DETECTOR_THRESHOLD,True
9050,S00394,2026-07-06 10:50:25.709903989,Similarity Flag,Medium,CRS0040,SUB013437,0.2617,SIMILARITY_THRESHOLD,True
9051,S00470,2026-02-20 11:00:32.223711152,Excessive Copy-Paste,Medium,CRS0024,SUB013439,0.2018,COPY_PASTE_ANOMALY,True
9052,S00470,2026-02-20 12:32:32.223711152,Unusual Collaboration,Medium,CRS0024,SUB013439,,COLLABORATION_PATTERN,True
9053,S01075,2026-02-18 13:07:00.310315019,Peer Report,High,CRS0024,SUB013442,,PEER_REPORT,True
9054,S00721,2026-02-18 04:12:54.602934650,Excessive Copy-Paste,Medium,CRS0024,SUB013443,0.2446,COPY_PASTE_ANOMALY,True
9055,S00530,2026-02-20 12:11:33.800449666,AI Detector Flag,Medium,CRS0024,SUB013444,0.7447,AI_DETECTOR_THRESHOLD,True
9056,S00530,2026-02-20 12:54:50.004826934,Rapid Submission,Medium,CRS0024,SUB013444,0.0,RAPID_SUBMISSION,True
9057,S01127,2026-02-18 19:39:28.807427777,Plagiarism Flag,Medium,CRS0024,SUB013445,0.1412,PLAGIARISM_SCREEN,True
9058,S00699,2026-02-19 04:29:43.592935907,AI Detector Flag,High, CRS0024 ,SUB013446,0.8585,AI_DETECTOR_THRESHOLD,True
9059, S00699 ,2026-02-19 03:56:05.887179773,Excessive Copy-Paste,Medium,CRS0024,SUB013446,0.1523,COPY_PASTE_ANOMALY,True
9060,S00778,2026-02-19 08:24:59.229791660,Unusual Collaboration,Low,CRS0024,SUB013447,, COLLABORATION_PATTERN ,True
9061,S01110,2026-02-19 07:49:30.104388324,Excessive Copy-Paste,High,CRS0024,SUB013450,0.1204,COPY_PASTE_ANOMALY,True
9062,S00344,2026-02-19 05:43:46.237873018,AI Detector Flag,Medium,CRS0024,SUB013451,0.2396,AI_DETECTOR_THRESHOLD,False
9063,S00526,2026-02-18 18:17:38.288974456,Similarity Flag,High,CRS0024,SUB013452,0.4185,SIMILARITY_THRESHOLD,True
9064,S00766,2026-02-18 07:25:20.488960734,AI Detector Flag,High,CRS0024,SUB013456,0.8766,AI_DETECTOR_THRESHOLD,True
9065,S00704,2026-02-18 00:57:11.316323867,AI Detector Flag,High,CRS0024,SUB013458,0.7623,AI_DETECTOR_THRESHOLD,True
9066,S00077,2026-02-19 01:46:18.273492853,AI Detector Flag,High,CRS0024,SUB013459,0.7803,AI_DETECTOR_THRESHOLD,True
9067,S00689,2026-02-19 08:30:55.449660889,AI Detector Flag,High,CRS0024,SUB013461,0.8197,AI_DETECTOR_THRESHOLD,False
9068,S01311,2026-02-18 11:57:56.560548310,AI Detector Flag,Medium,CRS0024,SUB013462,0.8944,AI_DETECTOR_THRESHOLD,True
9069, S01311 ,2026-02-18 12:26:45.040433221,Similarity Flag,High,CRS0024,SUB013462,0.1776,SIMILARITY_THRESHOLD,True
9070,S00213,2026-02-17 17:19:12.076692143,AI Detector Flag,Medium,CRS0024,SUB013463,0.8386,AI_DETECTOR_THRESHOLD,True
9071,S01388,2026-02-20 14:20:14.704421714,Peer Report,Medium,CRS0024,SUB013465,,PEER_REPORT,True
9072,S01316,2026-02-19 08:10:18.510208282,Similarity Flag,Medium,CRS0024,SUB013466,0.2186,SIMILARITY_THRESHOLD,True
9073,S01316,2026-02-19 06:29:18.510208282,Excessive Copy-Paste,Medium,CRS0024,SUB013466,0.1995,COPY_PASTE_ANOMALY,True
9074,S00417,2026-07-05 03:49:29.053856015,Excessive Copy-Paste,Medium,CRS0037,SUB013470,0.2064,COPY_PASTE_ANOMALY,True
9075,S00398,2026-07-04 15:02:51.226964427,AI Detector Flag,High,CRS0037,SUB013473,0.8574,AI_DETECTOR_THRESHOLD,True
9076,S00398,2026-07-04 17:00:09.387148276,Unusual Collaboration,Low,CRS0037,SUB013473,,COLLABORATION_PATTERN,False
9077,S01246,2026-07-04 23:09:24.966976714,AI Detector Flag,Medium,CRS0037,SUB013479,0.9178,AI_DETECTOR_THRESHOLD,True
9078,S01246,2026-07-04 23:20:09.010266243,Rapid Submission,Low,CRS0037,SUB013479,2.51,RAPID_SUBMISSION,False
9079,S01499,2026-07-05 12:29:36.412264173,AI Detector Flag,High,CRS0037,SUB013482,0.2696,AI_DETECTOR_THRESHOLD,False
9080,S01499,2026-07-05 13:49:07.399190324,Rapid Submission,Medium,CRS0037,SUB013482,0.0,RAPID_SUBMISSION,True
9081,S01322,2026-07-04 04:20:06.496828345,Excessive Copy-Paste,High,CRS0037, SUB013483 ,0.0967,COPY_PASTE_ANOMALY,True
9082,S01461,2027-03-02 15:28:15.669622621,Unusual Collaboration,High,CRS0030,SUB013490,,COLLABORATION_PATTERN,True
9083,S00123,2027-03-02 22:36:36.576206046,AI Detector Flag,Medium,CRS0030,SUB013492,0.8596,AI_DETECTOR_THRESHOLD,
9084,S00123,2027-03-02 21:57:18.320487641,Unusual Collaboration,Medium,CRS0030,SUB013492,,COLLABORATION_PATTERN,True
